identifier,molecular_weight,alogp,qed_drug_likeliness,contains_sugar,np_likeness,np_classifier_pathway,np_classifier_superclass,fp_row_index,UMAP1,UMAP2
CNP0134936.3,738.91,1.36,0.19,True,2.71,Terpenoids,Steroids,199480,14.195909,-1.5181252
CNP0607296.0,538.59,0.02,0.21,,2.66,Terpenoids,Diterpenoids,199513,6.8376365,15.747681
CNP0390443.2,463.79,8.4,0.12,,1.08,Fatty acids,,199546,9.818968,2.0546765
CNP0610462.0,301.3,-0.21,0.55,False,0.63,Alkaloids,,199575,10.551983,6.930685
CNP0269750.5,1076.46,7.74,0.04,False,1.77,Unclassified,,199580,5.4325924,5.5829797
CNP0185223.2,302.37,3.08,0.59,False,2.68,Unclassified,,199584,6.9539824,5.32495
CNP0610861.1,624.55,1.42,0.06,True,1.61,Unclassified,,199589,3.1467192,14.830069
CNP0161503.1,416.65,6.78,0.3,False,3.3,Terpenoids,Steroids,199592,6.390374,-0.10095538
CNP0281088.2,436.68,6.88,0.44,False,2.6,Terpenoids,Sesquiterpenoids,199593,6.3573256,3.5834823
CNP0436529.0,298.34,3.19,0.73,False,1.5,Shikimates and Phenylpropanoids,Diarylheptanoids,199599,7.9530616,7.379203
CNP0199593.1,521.34,4.18,0.42,False,-0.29,Alkaloids,,199602,8.728393,9.326595
CNP0218405.4,452.68,3.5,0.44,False,3.2,Terpenoids,Steroids,199634,6.265818,0.87617403
CNP0104136.1,378.55,4.41,0.39,False,2.81,Terpenoids,Diterpenoids,199647,5.0120363,2.8744388
CNP0239930.8,585.61,-8.42,0.11,True,1.58,Carbohydrates,Aminosugars and aminoglycosides,199679,6.808198,14.747661
CNP0491288.1,919.55,19.26,0.03,False,0.34,Fatty acids,Glycerolipids,199687,11.94941,-15.933972
CNP0152468.3,224.34,3.38,0.64,False,1.77,Terpenoids,Sesquiterpenoids,199727,7.384362,3.3207774
CNP0073829.1,877.94,-4.14,0.02,False,0.28,Amino acids and Peptides,Oligopeptides,199731,10.057911,4.221642
CNP0356407.1,508.61,0.86,0.11,True,1.55,Fatty acids,Fatty acyl glycosides,199738,6.815421,14.729362
CNP0071812.1,752.92,1.81,0.37,False,1.17,Alkaloids,Peptide alkaloids,199779,11.229523,7.6294403
CNP0234011.2,424.67,7.02,0.45,False,2.88,Terpenoids,Triterpenoids,199791,5.6973906,2.462759
CNP0555730.2,751.23,14.72,0.04,False,0.33,Fatty acids,Glycerolipids,199817,-3.6533215,-14.645892
CNP0517275.2,919.55,19.41,0.03,False,0.34,Fatty acids,Glycerolipids,199820,11.964229,-15.92924
CNP0525303.1,849.42,17.45,0.03,False,0.29,Fatty acids,Glycerolipids,199837,7.7431087,-13.47962
CNP0135983.3,904.92,11.82,0.07,False,0.95,Shikimates and Phenylpropanoids,Stilbenoids,199855,7.6396675,7.994181
CNP0474334.1,639.23,2.9,0.11,False,0.27,Amino acids and Peptides,Oligopeptides,199864,12.240017,5.5675044
CNP0346718.1,735.98,10.71,0.03,False,0.95,Fatty acids,Glycerophospholipids,199897,21.06558,16.218746
CNP0084892.2,618.98,11.28,0.04,False,0.96,Fatty acids,Glycerolipids,199952,22.47727,16.512762
CNP0074165.1,546.53,3.75,0.18,False,1.28,Polyketides,Xanthones,199980,7.185368,6.77776
CNP0355505.1,492.61,1.68,0.34,False,2.87,Terpenoids,Diterpenoids,199986,3.886609,3.1449246
CNP0249482.1,408.58,3.45,0.57,False,2.51,Terpenoids,Steroids,200010,5.9012227,0.5336974
CNP0002785.0,196.25,3.02,0.52,False,-0.53,Fatty acids,Fatty esters,200012,9.499933,6.0542727
CNP0316403.0,388.37,2.0,0.59,False,1.09,Polyketides,Polycyclic aromatic polyketides,200020,7.963598,9.457943
CNP0600899.0,449.46,3.36,0.4,False,-0.7,Alkaloids,Histidine alkaloids,200024,9.737133,11.648982
CNP0340808.3,402.49,2.13,0.7,False,2.32,Terpenoids,Steroids,200036,7.53147,0.06838575
CNP0529690.1,803.19,7.04,0.06,False,0.63,Alkaloids,Guanidine alkaloids,200056,9.298527,4.2897215
CNP0358781.1,674.7,3.78,0.28,False,2.4,Terpenoids,Sesquiterpenoids,200068,3.098974,3.8570187
CNP0611365.0,248.37,3.82,0.54,False,1.57,Unclassified,,200074,8.462481,6.117046
CNP0611538.0,270.46,5.64,0.32,False,1.23,Fatty acids,Fatty acyls,200076,10.85746,2.3677044
CNP0342168.2,403.53,4.06,0.71,False,0.33,Alkaloids,Tryptophan alkaloids,200119,11.299823,6.129417
CNP0260300.3,304.34,1.71,0.59,False,3.49,Terpenoids,Sesquiterpenoids,200232,2.979884,4.2081957
CNP0079903.0,296.45,5.29,0.33,False,1.26,Fatty acids,Fatty Acids and Conjugates,200243,10.28951,2.2018168
CNP0273922.1,498.57,4.11,0.22,False,1.82,Polyketides,Aromatic polyketides,200245,6.818597,4.2096887
CNP0326664.1,262.31,2.77,0.75,False,2.22,Terpenoids,Sesquiterpenoids,200250,5.6387916,3.2957137
CNP0476697.2,618.9,9.9,0.21,False,2.29,Terpenoids,Sesquiterpenoids,200255,5.449495,2.2772748
CNP0359941.2,276.29,1.3,0.44,False,1.85,Terpenoids,Sesquiterpenoids,200289,6.3178096,4.218629
CNP0237353.3,546.53,0.96,0.24,False,1.44,Polyketides,Polycyclic aromatic polyketides,200293,7.708198,6.8892875
CNP0154648.1,415.41,0.73,0.71,False,-1.1,Alkaloids,,200361,8.818704,8.137954
CNP0323019.3,242.37,2.88,0.76,False,1.44,Alkaloids,Lysine alkaloids,200363,8.0683565,3.6331296
CNP0411881.0,177.25,2.17,0.68,False,-1.27,Alkaloids,Pseudoalkaloids,200374,11.505096,6.9749675
CNP0231293.1,286.46,4.79,0.79,False,1.64,Terpenoids,Diterpenoids,200381,6.9390106,3.022004
CNP0394353.1,437.53,0.58,0.37,False,2.2,Terpenoids,Diterpenoids,200394,4.831762,2.9798944
CNP0112135.3,606.67,2.35,0.17,False,2.94,Terpenoids,Diterpenoids,200494,3.541582,3.9019184
CNP0464090.1,408.46,6.04,0.57,False,0.15,Shikimates and Phenylpropanoids,,200563,8.739536,9.704038
CNP0421470.2,494.63,6.47,0.35,False,0.8,Shikimates and Phenylpropanoids,Lignans,200606,7.4137516,10.311153
CNP0189181.1,332.48,3.49,0.77,False,2.77,Terpenoids,Steroids,200610,6.239519,0.63072026
CNP0395677.2,381.52,3.07,0.89,False,-1.27,Alkaloids,Lysine alkaloids,200627,10.438873,5.2973504
CNP0125754.2,528.77,6.97,0.36,False,3.09,Terpenoids,Triterpenoids,200635,3.7484853,1.4524733
CNP0254375.1,344.41,2.62,0.62,False,3.52,Terpenoids,Sesquiterpenoids,200681,2.9301066,4.5522814
CNP0225136.2,1139.34,4.65,0.25,False,1.63,Polyketides,Polyethers,200687,6.3046756,4.902878
CNP0408136.2,340.33,3.15,0.54,False,0.03,Shikimates and Phenylpropanoids,Coumarins,200691,10.095819,11.354142
CNP0066476.1,378.49,2.98,0.82,False,-0.01,Terpenoids,Sesquiterpenoids,200788,5.1272883,3.686568
CNP0477485.1,418.54,5.66,0.46,False,-0.83,Alkaloids,Anthranilic acid alkaloids,200789,10.475926,7.483045
CNP0246432.2,498.92,2.36,0.48,False,-0.31,Alkaloids,Tyrosine alkaloids,200793,7.397487,11.312824
CNP0011414.1,423.47,1.1,0.64,False,-1.22,Alkaloids,Nicotinic acid alkaloids,200795,11.145498,5.4590364
CNP0367391.3,176.17,-2.1,0.39,False,0.36,Amino acids and Peptides,Small peptides,200796,10.556383,3.569206
CNP0280024.3,530.7,5.46,0.28,False,2.85,Terpenoids,Triterpenoids,200853,3.9876695,3.129908
CNP0232046.1,482.61,4.58,0.48,False,-1.6,Alkaloids,,200915,10.383952,5.733022
CNP0239908.2,1442.92,7.38,0.02,False,1.59,Polyketides,Macrolides,200919,5.4802723,5.6171308
CNP0390641.3,285.43,4.58,0.74,False,1.14,Terpenoids,,200945,7.560227,3.064189
CNP0327685.1,498.58,6.35,0.24,False,0.98,Shikimates and Phenylpropanoids,Diarylheptanoids,200988,7.083751,10.009511
CNP0283321.2,870.09,0.89,0.16,True,2.25,Alkaloids,Pseudoalkaloids,201010,13.501853,-1.662182
CNP0059493.1,440.63,4.57,0.52,False,-0.84,Alkaloids,,201013,10.843183,5.1021056
CNP0414994.1,871.03,-0.03,0.15,True,2.01,Terpenoids,Steroids,201022,14.174285,-1.4947629
CNP0164322.1,234.34,3.12,0.6,False,2.91,Terpenoids,Sesquiterpenoids,201036,6.138158,4.40229
CNP0561361.5,440.67,5.35,0.6,False,2.39,Alkaloids,Pseudoalkaloids,201050,6.2945633,0.32832
CNP0508100.6,759.64,-3.98,0.07,True,1.84,Shikimates and Phenylpropanoids,Flavonoids,201054,5.0846376,14.693745
CNP0216311.0,381.38,3.55,0.68,False,1.06,Shikimates and Phenylpropanoids,,201098,7.5609508,10.749559
CNP0409353.0,1027.28,6.88,0.01,True,1.1,Fatty acids,Glycerophospholipids,201102,-1.3972472,15.472789
CNP0347140.1,403.43,2.4,0.48,False,1.2,Alkaloids,Ornithine alkaloids,201153,6.723579,4.546957
CNP0301750.2,214.26,0.87,0.54,False,3.3,Fatty acids,Fatty acyls,201216,9.415112,2.333945
CNP0215876.0,170.21,1.96,0.64,False,1.63,Shikimates and Phenylpropanoids,,201225,9.032966,6.9152904
CNP0380551.3,389.45,3.13,0.64,False,-0.28,Shikimates and Phenylpropanoids,Coumarins,201231,10.153158,12.159252
CNP0104856.3,220.36,4.29,0.48,False,1.62,Unclassified,,201234,9.98242,2.253538
CNP0087291.2,798.92,-0.99,0.09,True,2.89,Terpenoids,Steroids,201364,13.797665,-1.0361569
CNP0005803.1,305.42,1.22,0.76,False,0.12,Alkaloids,,201377,10.955583,5.1210537
CNP0273402.0,332.26,2.0,0.35,False,1.67,Shikimates and Phenylpropanoids,Flavonoids,201410,8.506249,11.487429
CNP0247527.0,422.48,5.52,0.39,False,2.17,Shikimates and Phenylpropanoids,Isoflavonoids,201419,6.701624,6.7891693
CNP0093579.1,998.27,2.94,0.04,False,2.23,Alkaloids,Pseudoalkaloids,201490,5.0186715,0.71451706
CNP0264402.1,1044.43,12.03,0.06,False,1.99,Unclassified,,201527,6.1049533,9.26486
CNP0090258.1,906.99,2.5,0.06,True,0.94,Unclassified,,201529,12.150533,11.444526
CNP0281618.5,552.89,11.58,0.27,False,1.59,Unclassified,,201586,7.0713983,3.127748
CNP0222924.2,783.01,2.0,0.17,,2.8,Terpenoids,Triterpenoids,201588,7.6505,16.377827
CNP0119873.2,670.72,6.6,0.13,,0.73,Alkaloids,Tryptophan alkaloids,201623,11.85331,8.232266
CNP0392365.1,604.73,3.32,0.14,True,1.44,Fatty acids,Fatty acyl glycosides,201736,15.513642,6.8142385
CNP0076995.0,290.45,4.87,0.25,False,0.92,Fatty acids,Fatty Acids and Conjugates,201749,9.786767,3.5659988
CNP0253823.2,364.44,2.34,0.46,False,2.71,Terpenoids,Sesquiterpenoids,201824,3.7228544,3.9754112
CNP0135007.1,386.44,4.29,0.71,False,0.89,Shikimates and Phenylpropanoids,Lignans,201856,8.138204,9.973416
CNP0568392.0,916.62,11.62,0.06,False,-0.93,Alkaloids,,201950,10.7478,7.0073996
CNP0001046.0,135.13,0.62,0.56,False,-1.8,Alkaloids,Nicotinic acid alkaloids,201967,9.131909,6.598205
CNP0318932.0,273.31,3.24,0.74,False,0.04,Polyketides,Chromanes,202000,7.9714746,7.456332
CNP0530045.0,179.22,1.2,0.73,False,0.46,Amino acids and Peptides,Small peptides,202025,11.542104,6.9462676
CNP0397599.0,461.54,1.1,0.66,False,-1.12,Alkaloids,Tyrosine alkaloids,202028,7.376894,11.335375
CNP0109619.1,282.29,3.16,0.81,False,0.45,Shikimates and Phenylpropanoids,Flavonoids,202038,8.2979,8.0228615
CNP0181945.1,750.97,6.49,0.19,False,3.0,Terpenoids,Diterpenoids,202099,3.4130464,3.1047058
CNP0240744.1,444.61,3.86,0.59,False,3.47,Terpenoids,Steroids,202170,6.971527,1.1180791
CNP0084448.1,614.95,10.84,0.05,False,0.96,Fatty acids,Glycerolipids,202185,22.47721,16.512693
CNP0108120.1,478.45,0.31,0.32,True,2.35,Shikimates and Phenylpropanoids,Flavonoids,202218,5.3155427,14.948882
CNP0194671.1,371.43,1.64,0.72,False,0.19,Shikimates and Phenylpropanoids,,202233,10.737159,9.192404
CNP0346776.0,328.84,5.32,0.81,False,-1.85,Shikimates and Phenylpropanoids,,202243,11.187366,5.9697943
CNP0317619.0,382.37,3.39,0.74,False,-0.28,Polyketides,Chromanes,202268,9.821739,11.923782
CNP0384377.0,404.29,5.06,0.57,False,-1.04,Shikimates and Phenylpropanoids,Coumarins,202287,10.109523,10.6362505
CNP0149565.1,591.66,7.08,0.11,False,-0.39,Shikimates and Phenylpropanoids,Coumarins,202288,10.098292,12.070382
CNP0129664.0,222.27,0.74,0.77,False,0.85,Alkaloids,Serine alkaloids,202299,10.070859,6.932288
CNP0111047.1,408.4,2.35,0.62,False,1.77,Shikimates and Phenylpropanoids,,202308,7.423214,10.3699255
CNP0261372.2,464.38,-0.54,0.23,True,2.24,Shikimates and Phenylpropanoids,Flavonoids,202329,4.8141146,15.98492
CNP0231684.0,222.24,1.56,0.53,False,1.6,Terpenoids,,202330,8.628331,6.385054
CNP0380623.1,457.61,4.2,0.47,False,0.81,Terpenoids,Sesquiterpenoids,202475,8.64048,10.156762
CNP0399685.1,395.48,3.0,0.81,False,-1.46,Alkaloids,Anthranilic acid alkaloids,202499,10.877362,5.9926395
CNP0399874.1,381.52,3.61,0.78,False,-0.86,Alkaloids,Lysine alkaloids,202512,10.891034,5.9917
CNP0402298.1,315.37,0.62,0.8,False,-1.63,Alkaloids,,202544,11.112075,6.503226
CNP0170743.1,694.13,5.99,0.23,False,0.48,Polyketides,,202564,8.38089,10.587519
CNP0564424.1,770.15,7.69,0.02,True,1.42,Fatty acids,Sphingolipids,202580,15.916109,7.0783386
CNP0290966.0,437.45,3.21,0.45,False,-0.72,Shikimates and Phenylpropanoids,Coumarins,202595,10.138023,10.993075
CNP0311825.1,270.28,2.69,0.78,False,1.93,Polyketides,Naphthalenes,202611,8.016678,10.370647
CNP0374296.1,612.49,-2.37,0.13,True,2.22,Shikimates and Phenylpropanoids,Flavonoids,202617,4.5907035,16.187838
CNP0178117.1,608.51,1.82,0.09,True,1.61,Shikimates and Phenylpropanoids,Flavonoids,202620,2.9900455,14.994237
CNP0201780.1,390.43,2.8,0.67,False,1.28,Shikimates and Phenylpropanoids,Lignans,202632,7.199827,10.08248
CNP0076396.0,230.35,3.59,0.63,False,2.08,Terpenoids,Sesquiterpenoids,202641,7.3889875,2.9369552
CNP0325828.3,550.51,-1.26,0.22,True,2.25,Shikimates and Phenylpropanoids,Flavonoids,202644,5.082396,14.937028
CNP0408970.0,452.9,2.67,0.38,False,-0.52,Alkaloids,Tryptophan alkaloids,202673,11.089623,9.410439
CNP0346571.1,188.25,0.82,0.64,False,0.55,Unclassified,,202704,7.3932166,4.9988265
CNP0376411.0,389.45,4.78,0.37,False,-0.57,Shikimates and Phenylpropanoids,Coumarins,202748,10.293735,11.3577385
CNP0110959.1,376.49,4.07,0.8,False,2.72,Terpenoids,Diterpenoids,202803,3.8106644,3.5469112
CNP0479805.1,369.37,2.61,0.89,False,1.05,Alkaloids,Tyrosine alkaloids,202821,8.480831,8.43417
CNP0350671.1,406.48,5.61,0.25,False,2.4,Shikimates and Phenylpropanoids,Flavonoids,202830,7.17049,6.6510377
CNP0075827.1,670.88,1.48,0.2,True,3.02,Terpenoids,Triterpenoids,202839,7.507282,16.348623
CNP0242257.1,680.83,0.54,0.14,True,3.02,Terpenoids,Triterpenoids,202870,7.120494,15.934492
CNP0193178.1,362.42,2.22,0.36,False,3.57,Terpenoids,Sesquiterpenoids,202882,2.8157883,4.6795506
CNP0378030.2,586.9,9.98,0.21,False,2.22,Terpenoids,Carotenoids (C40),202884,7.140621,3.0024126
CNP0314023.1,354.31,3.02,0.71,False,2.29,Polyketides,Chromanes,202894,8.465748,11.529731
CNP0581298.1,1267.42,-4.21,0.05,True,1.82,Terpenoids,Triterpenoids,202925,8.586691,16.984787
CNP0539254.1,987.59,20.1,0.03,False,0.51,Fatty acids,Glycerolipids,202926,19.466064,-10.432573
CNP0146231.1,383.4,2.17,0.71,False,-0.6,Alkaloids,Anthranilic acid alkaloids,202983,10.355017,9.732951
CNP0164877.0,232.32,3.94,0.73,False,1.55,Polyketides,,202991,8.372472,6.224958
CNP0184881.2,362.51,4.66,0.74,False,2.82,Terpenoids,Diterpenoids,203021,4.2294035,2.8561642
CNP0237180.0,323.39,4.51,0.8,False,1.22,Polyketides,Cyclic polyketides,203023,8.522325,10.620802
CNP0424848.1,371.52,5.11,0.48,False,1.63,Terpenoids,Diterpenoids,203030,6.67249,3.2831433
CNP0158281.1,436.5,5.16,0.64,False,2.72,Shikimates and Phenylpropanoids,Isoflavonoids,203031,6.5521355,7.1073937
CNP0426825.1,1201.49,5.98,0.09,True,1.76,Terpenoids,Steroids,203037,13.891323,-0.5432957
CNP0219924.2,462.54,3.17,0.27,False,3.07,Terpenoids,Sesquiterpenoids,203045,3.6561108,3.971581
CNP0310628.1,957.12,0.8,0.11,True,2.29,Terpenoids,Triterpenoids,203047,9.019968,17.793406
CNP0576984.1,989.6,20.32,0.03,False,0.56,Fatty acids,Glycerolipids,203060,21.12682,23.09238
CNP0287551.1,670.88,2.76,0.08,True,3.3,Terpenoids,Triterpenoids,203087,7.5969534,16.374983
CNP0306676.1,333.38,0.58,0.63,False,2.44,Alkaloids,Tyrosine alkaloids,203091,7.9013915,10.024984
CNP0274829.1,913.11,0.78,0.1,True,2.65,Terpenoids,Triterpenoids,203120,9.655287,17.456987
CNP0346108.4,222.33,2.54,0.68,False,3.02,Terpenoids,Sesquiterpenoids,203130,5.9252696,3.1123095
CNP0198775.1,304.43,3.14,0.75,False,2.62,Terpenoids,Steroids,203138,7.1712847,0.55677277
CNP0293647.0,298.25,2.47,0.55,False,1.66,Shikimates and Phenylpropanoids,Flavonoids,203196,7.849718,7.6916924
CNP0363017.0,292.33,3.86,0.69,False,-0.37,Shikimates and Phenylpropanoids,Coumarins,203245,9.677007,11.922337
CNP0221017.1,991.89,2.54,0.03,False,0.57,Fatty acids,Fatty esters,203258,11.696103,4.1629305
CNP0154404.1,244.29,2.5,0.83,False,2.04,Unclassified,,203260,7.9619923,9.901573
CNP0542432.0,221.21,2.17,0.34,False,-0.79,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),203365,9.161278,7.155732
CNP0488642.1,955.63,20.91,0.03,False,0.43,Fatty acids,Glycerolipids,203370,13.791322,-6.92942
CNP0047600.2,194.32,3.43,0.66,False,1.57,Terpenoids,Monoterpenoids,203371,5.28031,2.9352794
CNP0373139.0,411.37,5.19,0.37,False,-0.34,Unclassified,,203413,8.681231,7.7198052
CNP0373857.0,466.49,4.49,0.24,False,0.82,Shikimates and Phenylpropanoids,Coumarins,203428,8.528755,10.672718
CNP0524792.0,440.93,4.24,0.47,False,-0.34,Shikimates and Phenylpropanoids,Coumarins,203518,8.820474,8.059076
CNP0252242.0,393.44,4.04,0.5,False,-1.4,Alkaloids,Tryptophan alkaloids,203532,9.463595,9.653493
CNP0057709.0,471.55,6.54,0.32,False,-1.01,Shikimates and Phenylpropanoids,Coumarins,203543,9.461349,11.444294
CNP0486303.0,404.54,4.35,0.52,False,-1.04,Alkaloids,,203545,10.863158,7.1444187
CNP0592118.1,997.67,21.22,0.03,False,0.42,Fatty acids,Glycerolipids,203587,9.572584,27.821598
CNP0131854.0,328.32,2.5,0.8,False,1.11,Polyketides,Polycyclic aromatic polyketides,203596,8.011467,9.623425
CNP0479589.1,355.39,1.48,0.83,False,-1.03,Alkaloids,,203638,11.212479,6.4887753
CNP0461982.1,489.53,3.12,0.43,False,-1.06,Unclassified,,203647,10.571488,8.729323
CNP0391424.0,424.3,3.56,0.6,False,-0.2,Alkaloids,Tryptophan alkaloids,203670,12.025187,8.352225
CNP0170243.0,281.35,2.65,0.43,False,0.27,Unclassified,,203673,8.335904,5.1122794
CNP0505579.1,536.46,3.57,0.39,False,-0.83,Unclassified,,203751,17.644157,11.924152
CNP0368362.1,372.8,4.44,0.49,False,-0.74,Shikimates and Phenylpropanoids,Coumarins,203757,9.900247,12.153431
CNP0306255.0,401.48,4.51,0.59,False,-0.87,Polyketides,Chromanes,203804,10.107666,11.522501
CNP0373689.0,607.79,9.85,0.12,False,0.02,Shikimates and Phenylpropanoids,,203820,10.262365,7.8415966
CNP0209139.0,405.45,3.86,0.38,False,-0.42,Shikimates and Phenylpropanoids,Coumarins,203828,10.616684,11.647615
CNP0407963.0,421.49,4.96,0.59,False,0.0,Alkaloids,Isoflavonoids,203838,8.474302,11.045998
CNP0231087.1,604.83,6.1,0.2,False,1.72,Polyketides,Polyethers,203852,6.1124525,3.1600432
CNP0558365.1,949.58,20.24,0.03,False,0.45,Fatty acids,Glycerolipids,203903,16.802021,16.018936
CNP0236031.1,552.62,6.73,0.17,False,1.16,Shikimates and Phenylpropanoids,Diarylheptanoids,203939,7.607691,10.442836
CNP0284033.0,305.29,2.01,0.8,False,2.11,Alkaloids,Tryptophan alkaloids,203948,8.401682,10.261274
CNP0308651.2,263.45,4.89,0.39,False,2.96,Terpenoids,Sesquiterpenoids,203960,6.8195453,2.7732396
CNP0368009.1,436.94,4.38,0.64,False,-0.46,Alkaloids,Lysine alkaloids,203964,17.084478,8.364252
CNP0557302.2,863.45,17.7,0.03,False,0.28,Fatty acids,Glycerolipids,203987,5.0071077,-15.679549
CNP0268223.3,404.58,4.71,0.39,False,1.12,Unclassified,,203995,9.17252,5.374039
CNP0277801.1,638.53,1.48,0.08,True,1.48,Shikimates and Phenylpropanoids,Flavonoids,204022,3.0645435,14.916247
CNP0256705.0,298.38,4.38,0.91,False,1.06,Terpenoids,Tryptophan alkaloids,204064,10.394264,9.456204
CNP0031282.0,421.88,6.33,0.41,False,-0.89,Shikimates and Phenylpropanoids,,204068,9.562458,11.8557415
CNP0487712.1,636.57,5.65,0.33,False,1.39,Terpenoids,Steroids,204081,3.7696607,2.6094706
CNP0508548.1,600.72,2.0,0.14,False,0.2,Alkaloids,Tryptophan alkaloids,204096,8.869324,5.9127793
CNP0516744.1,359.43,1.79,0.87,False,-0.81,Alkaloids,Ornithine alkaloids,204126,10.704896,9.394463
CNP0505480.1,929.93,3.62,0.18,False,1.28,Alkaloids,Nicotinic acid alkaloids,204135,2.1318836,6.626061
CNP0129757.1,350.46,2.55,0.75,False,3.31,Terpenoids,Diterpenoids,204144,5.8755383,3.4651225
CNP0537562.1,422.91,3.25,0.75,False,-0.8,Unclassified,,204259,11.044246,6.6247087
CNP0525886.2,723.18,13.94,0.04,False,0.34,Fatty acids,Glycerolipids,204265,8.225457,-18.889973
CNP0166849.2,564.73,5.49,0.29,False,1.5,Alkaloids,Tryptophan alkaloids,204309,12.229505,8.779074
CNP0333317.1,616.48,1.18,0.11,True,1.82,Shikimates and Phenylpropanoids,Flavonoids,204346,4.2787385,16.328093
CNP0136658.0,440.72,9.25,0.1,False,0.76,Fatty acids,,204362,9.660791,2.030943
CNP0196884.1,630.79,2.69,0.3,False,2.42,Alkaloids,Peptide alkaloids,204365,7.268583,5.1689167
CNP0280113.1,452.58,0.53,0.56,False,3.27,Alkaloids,Peptide alkaloids,204407,7.1272035,4.4746175
CNP0018329.2,344.5,5.75,0.67,False,2.1,Terpenoids,Diterpenoids,204416,7.6788445,9.703056
CNP0309733.3,572.92,10.42,0.26,False,1.43,Terpenoids,Carotenoids (C40),204424,7.1521063,2.5398893
CNP0410144.4,320.43,3.95,0.57,False,2.54,Terpenoids,Sesquiterpenoids,204430,3.7477617,3.6110256
CNP0433434.1,242.23,-0.51,0.56,False,2.23,Polyketides,Miscellaneous polyketides,204483,7.453347,5.019244
CNP0328605.1,360.54,6.13,0.44,False,2.75,Terpenoids,Diterpenoids,204494,4.9802637,2.884825
CNP0222556.4,460.7,6.35,0.49,False,2.74,Terpenoids,Sesterterpenoids,204500,3.6096516,2.8234873
CNP0245137.2,667.89,3.93,0.28,False,0.7,Amino acids and Peptides,Oligopeptides,204503,8.925907,4.9755335
CNP0388516.15,434.35,0.1,0.28,True,2.04,Shikimates and Phenylpropanoids,Flavonoids,204511,4.377694,16.216635
CNP0592589.5,340.42,3.19,0.53,False,1.17,Alkaloids,,204589,10.079646,9.2697115
CNP0577215.1,987.59,20.1,0.03,False,0.51,Fatty acids,Glycerolipids,204692,19.462408,-10.436061
CNP0510220.0,381.52,3.4,0.8,False,-1.47,Alkaloids,Tryptophan alkaloids,204709,10.72137,9.509316
CNP0552656.1,975.62,20.8,0.03,False,0.44,Fatty acids,Glycerolipids,204830,16.802052,16.019012
CNP0037344.1,742.03,11.38,0.03,False,0.89,Fatty acids,Glycerophospholipids,204900,21.209087,16.163311
CNP0518528.0,374.51,3.73,0.62,False,-1.4,Shikimates and Phenylpropanoids,,204989,10.287963,6.9632254
CNP0559248.1,973.65,20.89,0.03,False,0.34,Fatty acids,Glycerolipids,205017,-12.087996,0.96078527
CNP0596754.2,779.28,15.22,0.03,False,0.4,Fatty acids,Glycerolipids,205022,-5.04683,-9.116831
CNP0411885.2,336.34,0.67,0.45,False,2.88,Terpenoids,Sesquiterpenoids,205041,2.9411736,4.4765916
CNP0165360.0,1683.91,8.43,0.04,True,0.85,Amino acids and Peptides,Oligopeptides,205053,5.377651,14.709962
CNP0603983.1,244.2,-1.96,0.4,False,1.39,Unclassified,,205057,11.895544,4.48823
CNP0172254.2,596.76,1.47,0.2,True,2.07,Terpenoids,Diterpenoids,205060,6.9076433,15.517897
CNP0505866.2,1156.04,-0.36,0.02,True,1.41,Shikimates and Phenylpropanoids,Flavonoids,205104,3.2342162,14.540128
CNP0574506.1,1211.16,2.43,0.04,True,1.51,Polyketides,Macrolides,205107,5.1853147,6.5042195
CNP0231709.1,457.01,3.92,0.31,False,1.93,Alkaloids,Tryptophan alkaloids,205112,11.527853,7.876728
CNP0479173.1,476.61,4.54,0.33,False,2.87,Terpenoids,Diterpenoids,205115,3.5788143,3.3511128
CNP0496231.1,255.23,-1.81,0.41,False,-0.7,Amino acids and Peptides,Small peptides,205145,10.682789,4.2587805
CNP0348504.2,624.59,-0.96,0.12,True,1.59,Shikimates and Phenylpropanoids,Flavonoids,205149,3.2690833,14.493456
CNP0546152.0,222.2,1.53,0.59,False,1.41,Shikimates and Phenylpropanoids,Coumarins,205171,7.961763,7.395411
CNP0548126.1,609.68,0.01,0.13,False,0.45,Amino acids and Peptides,Oligopeptides,205183,12.172269,5.912599
CNP0499277.1,804.0,4.23,0.38,False,1.38,Alkaloids,Tryptophan alkaloids,205184,11.278847,7.5252275
CNP0047806.2,1355.61,3.21,0.03,True,1.39,Fatty acids,Fatty acyls,205232,15.510214,6.761649
CNP0243690.2,448.64,3.77,0.51,False,3.59,Terpenoids,Steroids,205259,5.6440973,1.0425556
CNP0519217.0,100.16,1.33,0.53,False,1.86,Fatty acids,Fatty acyls,205295,9.361911,2.4245567
CNP0162786.2,330.42,3.93,0.74,False,3.09,Terpenoids,Diterpenoids,205308,5.3814154,3.3113635
CNP0223628.2,396.44,0.59,0.36,False,3.22,Terpenoids,Sesquiterpenoids,205339,3.279879,4.554867
CNP0225999.1,690.88,3.88,0.09,False,2.48,Unclassified,,205362,6.419369,9.681518
CNP0155667.1,710.68,-1.3,0.07,True,1.52,Polyketides,Phloroglucinols,205365,5.5612445,14.640669
CNP0301771.1,330.34,1.77,0.57,False,2.75,Terpenoids,Sesquiterpenoids,205375,2.7949426,4.869499
CNP0233973.2,534.69,7.06,0.13,False,2.65,Polyketides,Meroterpenoids,205420,7.059159,5.994041
