identifier,molecular_weight,alogp,qed_drug_likeliness,contains_sugar,np_likeness,np_classifier_pathway,np_classifier_superclass,fp_row_index,UMAP1,UMAP2
CNP0296219.1,510.67,2.57,0.15,False,2.47,Polyketides,Macrolides,447624,5.520783,5.0976763
CNP0469755.0,398.42,4.54,0.49,False,-0.62,Alkaloids,Anthranilic acid alkaloids,447647,10.309515,7.4823794
CNP0107120.2,719.9,5.79,0.11,False,0.99,Polyketides,Macrolides,447654,6.1984797,5.604206
CNP0195255.1,528.51,-0.99,0.24,True,2.37,Terpenoids,Monoterpenoids,447681,4.9581327,14.570937
CNP0350297.1,502.55,3.5,0.1,False,0.83,Fatty acids,Fatty amides,447738,10.326431,2.5331144
CNP0265504.5,402.67,5.44,0.63,False,1.76,Terpenoids,Steroids,447743,6.256415,0.6599096
CNP0022878.1,397.44,2.44,0.66,False,-1.44,Alkaloids,Nicotinic acid alkaloids,447745,17.063543,8.333859
CNP0151080.1,308.46,4.26,0.72,False,2.73,Terpenoids,Diterpenoids,447786,5.694627,2.6954875
CNP0144700.2,636.7,3.54,0.3,False,1.61,Alkaloids,Tryptophan alkaloids,447813,8.925312,10.247914
CNP0421797.1,534.56,0.81,0.24,False,2.51,Terpenoids,Diterpenoids,447815,6.4336076,8.511982
CNP0360258.4,348.48,3.5,0.74,False,2.62,Terpenoids,Steroids,447847,3.7759602,2.445239
CNP0466411.0,392.28,5.16,0.71,False,-0.93,Shikimates and Phenylpropanoids,Flavonoids,447856,8.367088,8.058267
CNP0479357.6,475.3,4.5,0.24,False,-0.63,Unclassified,,447857,10.725839,7.914606
CNP0297466.1,272.37,-0.16,0.35,False,0.84,Amino acids and Peptides,Small peptides,447901,10.153132,3.2976518
CNP0197566.1,486.61,2.32,0.41,False,3.5,Terpenoids,Steroids,447966,5.725018,4.402782
CNP0046401.1,362.39,-0.86,0.4,False,-0.86,Unclassified,,447969,10.23708,4.871472
CNP0284621.2,582.65,3.99,0.15,False,0.72,Amino acids and Peptides,Macrolides,448021,8.533481,4.9848113
CNP0108778.1,450.66,7.28,0.31,False,2.79,Terpenoids,Diterpenoids,448041,5.8378325,4.2635713
CNP0252537.1,272.26,2.16,0.74,False,1.7,Shikimates and Phenylpropanoids,Isoflavonoids,448048,7.9038744,7.7584176
CNP0210279.1,791.3,17.79,0.08,False,1.06,Terpenoids,Meroterpenoids,448058,7.441326,6.0606394
CNP0121628.0,272.3,2.92,0.79,False,1.63,Polyketides,Naphthalenes,448124,8.193464,10.317466
CNP0252012.2,312.32,3.32,0.75,False,0.4,Polyketides,Chromanes,448140,9.875677,11.187404
CNP0232787.3,282.25,-4.12,0.3,True,2.67,Carbohydrates,Saccharides,448158,6.9583387,14.90573
CNP0113890.2,247.29,2.12,0.75,False,0.1,Alkaloids,,448176,10.6152935,7.124752
CNP0059643.2,363.46,0.92,0.52,False,0.12,Amino acids and Peptides,Small peptides,448191,12.141296,6.497364
CNP0274847.2,368.43,3.53,0.51,False,0.42,Alkaloids,Tyrosine alkaloids,448263,7.3300977,11.387093
CNP0156299.3,580.67,3.87,0.23,False,2.49,Terpenoids,Diterpenoids,448266,2.5410376,7.7531953
CNP0400251.4,504.62,6.74,0.34,False,1.15,Polyketides,Macrolides,448271,7.6768293,10.520034
CNP0188143.1,676.62,-0.88,0.08,True,1.54,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),448284,3.545299,14.179808
CNP0149561.2,409.44,2.97,0.58,False,-0.47,Shikimates and Phenylpropanoids,Coumarins,448297,10.540118,11.795577
CNP0200604.1,921.13,5.58,0.2,True,2.37,Terpenoids,Steroids,448306,13.722306,-0.4195867
CNP0317414.4,596.49,-2.43,0.13,True,1.92,Shikimates and Phenylpropanoids,Flavonoids,448308,4.786234,15.905531
CNP0195650.5,480.69,4.23,0.58,False,1.54,Terpenoids,Steroids,448366,7.6477165,-0.06978662
CNP0185440.4,246.35,1.65,0.61,False,1.66,Alkaloids,Lysine alkaloids,448388,8.252935,4.302723
CNP0185759.1,606.58,2.63,0.16,True,1.65,Shikimates and Phenylpropanoids,Flavonoids,448449,3.223391,14.758666
CNP0110165.0,238.28,2.61,0.74,False,1.75,Polyketides,Cyclic polyketides,448462,8.118902,5.567405
CNP0274984.1,421.3,0.72,0.23,False,0.58,Amino acids and Peptides,Small peptides,448465,12.22507,7.816277
CNP0596324.3,577.79,5.33,0.32,False,-0.67,Unclassified,,448495,17.738749,11.847962
CNP0533424.1,431.54,1.12,0.75,False,-1.06,Alkaloids,Ornithine alkaloids,448516,10.759111,9.3845625
CNP0465571.5,885.2,11.72,0.07,False,0.93,Terpenoids,,448523,8.313113,5.200543
CNP0266186.4,266.34,2.04,0.41,False,2.55,Terpenoids,Apocarotenoids,448554,7.0400214,3.4140491
CNP0292849.1,144.13,-1.22,0.43,False,0.77,Amino acids and Peptides,Small peptides,448555,9.0176115,3.9775994
CNP0477250.1,447.47,0.69,0.66,False,-1.17,Alkaloids,Lysine alkaloids,448577,16.50935,8.692503
CNP0282870.1,360.45,2.76,0.81,False,2.42,Terpenoids,Steroids,448578,7.52776,0.06503135
CNP0287082.1,592.68,1.7,0.11,True,1.42,Fatty acids,Fatty acyl glycosides,448592,15.530195,6.8541465
CNP0190969.1,439.55,-1.04,0.38,False,3.75,Alkaloids,Pseudoalkaloids,448593,3.3037577,0.3254446
CNP0227926.1,360.49,4.75,0.58,False,3.17,Terpenoids,Diterpenoids,448623,3.7303681,3.0149534
CNP0266282.2,580.54,1.35,0.26,False,1.58,Polyketides,Naphthalenes,448631,7.2846847,7.1755047
CNP0267233.1,1041.21,3.48,0.14,False,0.98,Amino acids and Peptides,Oligopeptides,448654,12.881258,6.3425612
CNP0098547.1,700.83,6.16,0.16,False,2.39,Unclassified,,448675,5.944385,9.0044365
CNP0288320.9,264.32,1.73,0.31,False,3.84,Terpenoids,Sesquiterpenoids,448689,5.838458,4.762573
CNP0264554.10,332.44,4.11,0.62,False,3.48,Terpenoids,Diterpenoids,448740,5.308054,3.1643932
CNP0087379.4,368.34,-0.34,0.35,False,1.83,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),448747,12.191952,11.042713
CNP0418813.2,622.67,5.22,0.04,False,1.27,Shikimates and Phenylpropanoids,Stilbenoids,448795,7.4573116,8.790879
CNP0117776.0,652.82,1.06,0.21,True,3.27,Terpenoids,Triterpenoids,448857,11.849703,-0.5900857
CNP0380392.0,324.42,3.25,0.65,False,0.95,Alkaloids,Tryptophan alkaloids,448886,12.243224,8.689246
CNP0184896.0,244.29,2.89,0.81,False,0.33,Shikimates and Phenylpropanoids,Stilbenoids,448888,9.333981,9.145204
CNP0270231.0,484.68,4.64,0.57,False,3.68,Terpenoids,Triterpenoids,448893,5.895276,3.858755
CNP0465432.1,1197.47,12.84,0.04,False,1.78,Unclassified,,448963,14.894264,-4.0351005
CNP0573921.1,1278.77,15.01,0.08,False,2.6,Unclassified,,448982,5.335863,8.998507
CNP0323436.1,532.69,5.05,0.11,False,1.04,Alkaloids,,448997,6.814256,9.1524315
CNP0422790.1,872.15,5.48,0.17,False,2.77,Terpenoids,Pseudoalkaloids,448999,5.1341753,1.19905
CNP0608404.1,420.46,2.78,0.38,False,2.32,Unclassified,,449019,3.088066,4.7098823
CNP0608474.0,350.46,4.11,0.42,,1.32,Alkaloids,,449029,7.5812154,9.184047
CNP0609044.1,342.3,-5.55,0.21,,2.03,Carbohydrates,Saccharides,449042,6.88409,14.784324
CNP0328332.1,436.46,4.21,0.45,False,1.53,Unclassified,,449054,3.7536457,6.5456977
CNP0580922.1,296.37,2.74,0.95,False,-0.18,Alkaloids,,449122,10.253035,6.2099576
CNP0571084.0,408.49,4.33,0.74,False,2.35,Shikimates and Phenylpropanoids,Isoflavonoids,449123,6.5788755,6.7201877
CNP0558688.2,779.28,15.36,0.03,False,0.43,Fatty acids,Glycerolipids,449136,1.3587832,-12.428371
CNP0130946.1,463.6,5.69,0.42,False,-0.34,Alkaloids,,449142,11.966568,6.7478366
CNP0582307.1,452.51,5.5,0.3,False,-0.84,Unclassified,,449165,10.691179,7.826343
CNP0573969.1,933.5,18.76,0.03,False,0.52,Fatty acids,Glycerolipids,449175,24.780634,18.985006
CNP0132048.2,274.32,2.68,0.37,False,1.15,Unclassified,,449192,8.314857,7.131534
CNP0485552.0,338.45,5.34,0.32,False,1.09,Polyketides,Linear polyketides,449201,7.9359365,4.605108
CNP0576825.0,312.44,3.92,0.64,False,-0.87,Alkaloids,,449236,10.649971,7.3104343
CNP0238717.1,354.4,4.32,0.8,False,2.08,Shikimates and Phenylpropanoids,Flavonoids,449261,6.5656915,7.141762
CNP0347569.0,614.73,6.23,0.09,False,0.86,Polyketides,Aromatic polyketides,449264,8.42892,8.853386
CNP0523438.0,290.27,2.38,0.83,False,1.58,Polyketides,Naphthalenes,449288,7.830556,10.366795
CNP0605336.1,737.2,14.48,0.04,False,0.25,Fatty acids,Glycerolipids,449299,-10.293929,5.0625854
CNP0492788.1,1518.16,25.68,0.02,False,0.37,Fatty acids,Glycerophospholipids,449307,20.309431,18.340372
CNP0286663.1,398.5,4.53,0.45,False,2.06,Shikimates and Phenylpropanoids,Coumarins,449311,6.9520416,7.760126
CNP0485842.1,933.5,18.76,0.03,False,0.52,Fatty acids,Glycerolipids,449388,24.794779,18.999197
CNP0213744.0,468.77,10.45,0.11,False,0.8,Fatty acids,Fatty Acids and Conjugates,449417,10.237082,2.398414
CNP0564769.1,795.24,15.08,0.03,False,0.68,Fatty acids,Glycerolipids,449432,-0.44607046,18.641432
CNP0488644.2,919.55,19.41,0.03,False,0.34,Fatty acids,Glycerolipids,449438,11.942028,-15.919646
CNP0106966.3,594.52,-2.39,0.15,True,1.51,Shikimates and Phenylpropanoids,Flavonoids,449459,5.049374,15.872797
CNP0324947.1,557.64,5.01,0.3,False,1.74,Alkaloids,Nicotinic acid alkaloids,449460,2.7285895,6.5063996
CNP0510356.2,489.61,6.44,0.39,False,-0.08,Unclassified,,449465,10.360668,9.479311
CNP0514697.1,737.2,14.19,0.04,False,0.33,Fatty acids,Glycerolipids,449534,17.140968,-13.772028
CNP0493085.1,1845.18,-7.19,0.03,False,-0.27,Amino acids and Peptides,Oligopeptides,449555,10.469566,4.1761737
CNP0554142.1,370.45,2.99,0.84,False,-1.66,Alkaloids,Pseudoalkaloids,449558,11.15207,6.044173
CNP0199212.1,574.63,3.46,0.44,False,0.47,Alkaloids,,449578,8.782186,10.078959
CNP0115300.1,486.52,2.11,0.47,False,3.3,Terpenoids,Triterpenoids,449582,5.3585215,4.181034
CNP0130023.1,202.25,0.71,0.66,False,3.39,Fatty acids,Fatty acyls,449593,9.470919,2.2398305
CNP0079658.1,476.57,1.88,0.26,True,1.36,Shikimates and Phenylpropanoids,Diarylheptanoids,449635,5.543678,14.625403
CNP0277248.1,222.2,1.26,0.68,False,1.68,Shikimates and Phenylpropanoids,Coumarins,449653,7.9573407,7.1083465
CNP0585197.1,391.47,3.16,0.73,False,0.37,Alkaloids,Anthranilic acid alkaloids,449725,11.520948,7.205427
CNP0277706.2,336.4,1.93,0.84,False,-0.94,Alkaloids,Lysine alkaloids,449730,17.092821,8.329753
CNP0078929.1,410.47,4.93,0.36,False,2.26,Shikimates and Phenylpropanoids,Xanthones,449737,6.673696,7.2669806
CNP0085994.0,86.13,0.92,0.46,False,0.93,Unclassified,,449743,8.432307,3.2928689
CNP0170112.1,374.34,-2.32,0.29,True,3.01,Terpenoids,Monoterpenoids,449775,6.3979316,15.036431
CNP0267625.4,453.45,3.39,0.45,False,-0.1,Unclassified,,449814,8.715817,10.155764
CNP0285750.0,385.25,2.92,0.6,False,-0.8,Alkaloids,Tryptophan alkaloids,449839,10.95945,6.7565703
CNP0119263.0,385.54,6.78,0.42,False,-1.32,Alkaloids,Anthranilic acid alkaloids,449841,10.073683,6.778788
CNP0170966.6,472.71,6.21,0.42,False,3.22,Terpenoids,Triterpenoids,449852,3.6896183,1.3962815
CNP0118601.7,608.68,2.58,0.24,False,3.08,Terpenoids,Diterpenoids,449887,3.3071604,3.410065
CNP0255243.1,732.79,2.28,0.06,False,0.19,Amino acids and Peptides,Small peptides,449893,11.977205,6.470823
CNP0289107.0,406.48,3.03,0.71,False,-0.98,Alkaloids,,449898,10.683677,9.537962
CNP0492084.1,450.62,2.77,0.39,True,3.2,Terpenoids,Diterpenoids,449936,7.0175285,15.84347
CNP0260794.2,374.43,3.49,0.46,False,2.91,Terpenoids,Sesquiterpenoids,449944,2.7081842,5.046672
CNP0133429.1,254.37,1.86,0.63,False,3.21,Terpenoids,Sesquiterpenoids,449995,6.612178,2.2815454
CNP0139238.1,222.37,3.94,0.72,False,2.44,Terpenoids,,450067,6.9795995,3.111907
CNP0059835.4,313.39,1.37,0.35,False,2.32,Alkaloids,Ornithine alkaloids,450068,8.755812,4.4175677
CNP0529402.1,637.93,7.43,0.1,False,0.9,Alkaloids,Guanidine alkaloids,450096,9.311505,4.3227825
CNP0116574.1,350.46,2.11,0.66,False,3.24,Terpenoids,Diterpenoids,450097,6.0295115,3.673839
CNP0188609.1,428.66,5.7,0.56,False,2.38,Terpenoids,Steroids,450098,5.9401894,1.4510096
CNP0083508.1,364.35,-3.08,0.27,True,1.28,Amino acids and Peptides,Aminosugars and aminoglycosides,450115,6.691424,14.756949
CNP0327025.1,338.49,4.83,0.41,False,3.2,Terpenoids,Diterpenoids,450164,5.045488,2.7548633
CNP0393982.1,386.44,3.22,0.3,False,2.08,Polyketides,Chromanes,450165,8.469948,4.5940366
CNP0222565.1,255.27,-0.49,0.66,False,0.91,Unclassified,,450172,8.451677,5.5048513
CNP0072592.1,254.37,1.86,0.63,False,2.91,Terpenoids,Sesquiterpenoids,450175,7.3309155,2.2687695
CNP0158142.2,679.87,2.9,0.45,False,1.42,Amino acids and Peptides,Oligopeptides,450188,12.846867,6.3845363
CNP0383670.1,381.81,2.53,0.74,False,-0.55,Shikimates and Phenylpropanoids,Coumarins,450210,10.581423,11.938018
CNP0433600.1,1404.84,2.26,0.06,False,0.65,Amino acids and Peptides,Oligopeptides,450228,9.646901,4.7280164
CNP0324044.2,929.11,0.32,0.11,True,2.47,Terpenoids,Triterpenoids,450249,9.079634,17.7756
CNP0145623.5,332.4,2.68,0.55,False,2.98,Terpenoids,Diterpenoids,450250,5.877043,4.567083
CNP0435488.1,414.67,6.38,0.52,False,2.99,Terpenoids,Steroids,450258,6.259292,1.0343989
CNP0265003.0,184.24,2.51,0.63,False,-0.62,Alkaloids,Anthranilic acid alkaloids,450262,9.971861,6.4615517
CNP0526919.1,1031.77,22.38,0.03,False,0.32,Fatty acids,Glycerolipids,450324,1.5524799,-12.234212
CNP0112046.0,451.48,4.12,0.39,False,-0.64,Alkaloids,,450367,8.878661,9.98177
CNP0018630.0,642.83,0.72,0.13,True,2.96,Terpenoids,Steroids,450376,12.64823,-0.7321852
CNP0137565.0,343.39,4.16,0.42,False,0.5,Alkaloids,Tryptophan alkaloids,450377,12.128818,7.961043
CNP0352736.0,446.41,4.03,0.24,False,1.14,Shikimates and Phenylpropanoids,Flavonoids,450409,8.193221,11.104261
CNP0140091.1,554.8,6.65,0.37,False,0.69,Terpenoids,Steroids,450412,5.866223,0.42613274
CNP0138347.0,338.32,2.95,0.57,False,0.82,Shikimates and Phenylpropanoids,Coumarins,450424,8.16172,10.853995
CNP0352370.1,269.34,1.29,0.75,False,2.0,Alkaloids,Lysine alkaloids,450463,7.5179644,4.808483
CNP0373082.1,579.01,3.7,0.47,False,0.43,Alkaloids,,450467,8.540022,10.490809
CNP0256560.2,296.41,2.74,0.53,False,3.11,Polyketides,Macrolides,450502,5.8423843,4.6567802
CNP0103836.0,284.27,2.19,0.72,False,1.46,Polyketides,Polycyclic aromatic polyketides,450523,8.011541,9.648429
CNP0556415.2,779.33,16.1,0.05,False,0.37,Fatty acids,Glycerolipids,450534,11.674653,1.1005108
CNP0135324.1,586.65,5.6,0.24,False,-0.65,Alkaloids,Tryptophan alkaloids,450542,11.675398,9.245305
CNP0380245.1,481.55,4.07,0.47,False,-0.47,Alkaloids,Tryptophan alkaloids,450555,11.817432,8.894746
CNP0140130.1,380.53,2.89,0.73,False,3.18,Terpenoids,Diterpenoids,450560,6.633947,2.1612701
CNP0244027.1,348.44,1.87,0.53,False,2.96,Terpenoids,Diterpenoids,450567,7.1325116,3.7857406
CNP0414952.1,717.24,6.04,0.25,False,-0.18,Alkaloids,,450616,8.44111,10.483697
CNP0172130.0,325.32,3.06,0.75,False,-0.89,Shikimates and Phenylpropanoids,Coumarins,450620,9.516236,11.760161
CNP0052916.1,790.08,12.05,0.03,False,0.91,Fatty acids,Glycerophospholipids,450633,21.244638,16.14699
CNP0479616.2,919.55,19.41,0.03,False,0.27,Fatty acids,Glycerolipids,450643,5.007452,-15.680805
CNP0484277.1,863.45,17.84,0.03,False,0.28,Fatty acids,Glycerolipids,450649,8.213312,-18.918116
CNP0498166.2,947.61,20.04,0.03,False,0.35,Fatty acids,Glycerolipids,450653,1.3856492,-12.401231
CNP0396697.1,393.87,2.57,0.67,False,-0.89,Amino acids and Peptides,Small peptides,450688,9.68964,5.671356
CNP0233850.1,320.3,1.21,0.84,False,1.96,Polyketides,Naphthalenes,450697,7.7713223,9.773629
CNP0278160.1,402.58,4.44,0.59,False,3.15,Terpenoids,Sesterterpenoids,450740,5.763088,3.4889655
CNP0247793.2,308.37,1.83,0.59,False,3.55,Terpenoids,Sesquiterpenoids,450742,2.885675,4.2985597
CNP0604822.2,877.47,18.09,0.03,False,0.28,Fatty acids,Glycerolipids,450773,0.94171154,-18.28281
CNP0384328.1,632.84,3.53,0.26,False,0.25,Amino acids and Peptides,Oligopeptides,450804,10.373054,9.684757
CNP0571402.4,611.53,-1.79,0.1,True,1.89,Shikimates and Phenylpropanoids,Flavonoids,450809,5.101654,14.683932
CNP0215176.1,810.94,5.16,0.2,False,1.87,Polyketides,Macrolides,450827,5.5740414,6.799776
CNP0152826.2,440.5,-0.18,0.44,False,-0.33,Amino acids and Peptides,β-lactams,450833,11.3378725,6.1062036
CNP0147032.0,599.68,4.18,0.09,False,0.02,Alkaloids,Ornithine alkaloids,450858,8.669234,7.6030993
CNP0192104.3,432.56,3.79,0.37,False,2.57,Terpenoids,Sesterterpenoids,450862,6.913625,3.5833745
CNP0599950.2,758.78,3.29,0.1,False,0.62,Amino acids and Peptides,Oligopeptides,450880,12.220624,5.5057445
CNP0597469.1,814.93,6.47,0.21,False,1.63,Polyketides,Macrolides,450911,5.636206,6.8729362
CNP0147626.2,288.34,2.93,0.94,False,1.96,Polyketides,Naphthalenes,450927,8.394724,10.229518
CNP0072951.2,472.58,4.23,0.46,False,2.57,Terpenoids,Diterpenoids,450941,3.9234872,3.7751684
CNP0207875.2,502.56,0.86,0.3,False,2.62,Terpenoids,Diterpenoids,450964,2.7044914,6.6624312
CNP0240661.2,884.16,3.71,0.15,False,1.96,Polyketides,Macrolides,451028,5.2721524,5.849121
CNP0398780.2,486.69,5.39,0.46,False,3.16,Terpenoids,Triterpenoids,451073,3.7938595,1.389264
CNP0184217.0,340.38,3.65,0.86,False,2.28,Unclassified,,451086,7.514107,6.7814283
CNP0299781.2,1037.2,-2.45,0.07,True,1.94,Terpenoids,Steroids,451099,13.429067,-1.2243278
CNP0373267.4,222.24,1.3,0.81,False,1.24,Polyketides,Cyclic polyketides,451118,8.0941305,6.1098604
CNP0250783.1,261.23,-3.18,0.36,True,2.44,Unclassified,,451189,6.3069844,15.274653
CNP0354537.1,438.48,3.79,0.67,False,2.35,Terpenoids,Diterpenoids,451208,5.5697837,4.2090154
CNP0366124.3,389.54,5.22,0.67,False,0.41,Terpenoids,,451222,10.507216,6.6756907
CNP0136507.1,228.24,1.4,0.59,False,1.34,Alkaloids,Tyrosine alkaloids,451245,8.438856,7.246838
CNP0474405.0,410.47,2.93,0.65,False,-0.22,Shikimates and Phenylpropanoids,Coumarins,451262,8.730375,10.982974
CNP0259414.2,518.69,4.75,0.21,False,2.49,Terpenoids,Sesquiterpenoids,451284,4.353974,3.972632
CNP0137280.1,400.52,4.45,0.65,False,-0.73,Alkaloids,Lysine alkaloids,451289,16.513037,8.665739
CNP0188971.1,308.37,1.98,0.59,False,2.86,Terpenoids,Sesquiterpenoids,451325,3.228128,3.8159823
CNP0200568.6,308.46,2.72,0.64,False,2.57,Terpenoids,Steroids,451328,6.9935746,0.7338663
CNP0546141.1,784.54,0.36,0.07,False,1.23,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),451352,7.377996,7.6984544
CNP0314555.1,248.32,3.11,0.73,False,2.21,Terpenoids,Sesquiterpenoids,451380,6.7559648,4.923664
CNP0249287.4,442.73,7.0,0.4,False,3.06,Terpenoids,Triterpenoids,451385,3.9838114,1.3330607
CNP0204396.1,516.5,5.14,0.23,False,1.69,Polyketides,Naphthalenes,451396,7.551737,7.1803837
CNP0087181.2,430.5,3.18,0.71,False,2.16,Terpenoids,Sesquiterpenoids,451398,4.097324,3.6507566
CNP0386125.2,512.73,6.84,0.41,False,3.1,Terpenoids,Triterpenoids,451404,3.2986202,2.1627002
CNP0260987.1,880.93,-0.52,0.1,True,2.38,Terpenoids,Steroids,451414,13.769579,-1.0090729
CNP0172141.1,636.82,2.09,0.25,True,3.1,Terpenoids,Triterpenoids,451438,11.84796,-0.58886003
CNP0122771.2,472.71,6.49,0.46,False,2.7,Terpenoids,Triterpenoids,451479,5.245905,2.7851915
CNP0286290.1,494.67,5.29,0.23,False,2.57,Terpenoids,Diterpenoids,451533,5.222861,2.4953003
CNP0186874.1,474.54,1.7,0.62,False,-1.26,Alkaloids,,451544,8.830114,8.403708
CNP0397278.0,312.28,3.13,0.71,False,0.99,Shikimates and Phenylpropanoids,Phenanthrenoids,451557,7.534125,10.823353
CNP0144963.2,393.48,4.84,0.59,False,1.75,Polyketides,Naphthalenes,451558,8.101186,9.878709
CNP0215097.2,297.24,4.24,0.81,False,1.44,Terpenoids,Sesquiterpenoids,451560,6.664879,3.152244
CNP0160124.1,895.14,2.07,0.03,False,0.75,Polyketides,Linear polyketides,451565,12.04553,6.6128573
CNP0266676.1,347.37,-1.58,0.24,False,0.54,Amino acids and Peptides,Small peptides,451591,10.766453,3.394815
CNP0252923.3,614.86,7.8,0.19,False,2.92,Terpenoids,Triterpenoids,451601,5.0498366,2.4022713
CNP0468372.1,390.44,-1.97,0.55,False,-1.34,Alkaloids,Lysine alkaloids,451635,10.519944,5.4914865
CNP0374011.5,395.38,5.31,0.41,False,2.03,Terpenoids,Steroids,451643,7.1429396,0.90719473
CNP0343163.1,441.42,-1.26,0.29,True,0.09,Unclassified,,451646,5.769734,14.024571
CNP0262583.6,430.3,4.85,0.52,False,-0.5,Unclassified,,451652,10.630346,7.820401
CNP0290464.0,144.18,1.94,0.56,False,-1.21,Alkaloids,Anthranilic acid alkaloids,451655,9.710306,6.788557
CNP0357446.1,421.45,2.8,0.75,False,-0.66,Alkaloids,,451741,11.055216,7.1350904
CNP0229271.1,290.36,2.76,0.81,False,2.86,Terpenoids,Diterpenoids,451797,5.321105,2.950246
CNP0229540.1,1365.25,-16.11,0.05,True,0.76,Carbohydrates,Saccharides,451832,6.758845,14.719975
CNP0041099.0,514.67,6.3,0.16,False,1.17,Alkaloids,,451852,7.7536297,9.125833
CNP0107750.1,635.93,7.1,0.18,False,1.38,Polyketides,Polyethers,451894,8.462098,4.7421474
CNP0155591.1,400.38,-0.44,0.31,False,2.28,Polyketides,Linear polyketides,451947,7.6196237,5.196917
CNP0586470.3,1523.8,-5.51,0.02,False,0.42,Amino acids and Peptides,Oligopeptides,451972,11.396414,4.59443
CNP0155436.3,222.37,3.92,0.67,False,2.74,Terpenoids,Sesquiterpenoids,451979,7.2800126,2.4860256
CNP0205484.2,978.86,-3.31,0.04,True,1.16,Shikimates and Phenylpropanoids,Flavonoids,452001,3.04667,14.913214
CNP0467058.1,402.54,1.88,0.76,False,-0.73,Alkaloids,Lysine alkaloids,452031,10.870072,5.7760215
CNP0423153.1,704.96,3.87,0.17,False,1.69,Alkaloids,Pseudoalkaloids,452041,6.5949926,9.313378
CNP0230123.21,398.68,7.41,0.49,False,2.89,Terpenoids,Steroids,452043,6.258336,1.0186523
CNP0209363.5,616.75,-0.27,0.14,True,2.59,Terpenoids,Diterpenoids,452061,7.011477,15.833455
CNP0010698.1,310.4,3.49,0.78,False,-1.55,Alkaloids,Tryptophan alkaloids,452098,11.85869,8.104236
CNP0014078.1,439.56,2.03,0.72,False,-1.78,Alkaloids,Lysine alkaloids,452176,10.395091,5.7089257
CNP0010103.0,419.48,4.37,0.47,False,-0.54,Shikimates and Phenylpropanoids,Coumarins,452213,9.957889,11.501089
CNP0246037.0,394.77,11.02,0.14,False,0.35,Fatty acids,Fatty acyls,452267,9.468054,1.7324387
CNP0241333.0,402.31,1.85,0.38,False,1.6,Polyketides,Aromatic polyketides,452286,7.998374,9.937911
CNP0487975.1,686.89,4.4,0.1,False,1.75,Alkaloids,,452345,6.333663,9.250054
CNP0088514.1,823.08,8.37,0.06,False,1.44,Unclassified,,452364,6.2052455,9.703255
CNP0099179.1,1054.33,8.69,0.06,False,1.61,Unclassified,,452367,5.8955503,9.2286005
CNP0544933.1,783.07,4.33,0.22,False,1.96,Alkaloids,Pseudoalkaloids,452374,5.6554656,8.724907
CNP0526511.1,1297.6,11.88,0.04,False,1.71,Unclassified,,452379,5.858028,9.292583
CNP0271306.2,448.51,-1.19,0.24,,2.31,Terpenoids,Monoterpenoids,452428,6.906924,14.782125
CNP0169365.2,468.5,-2.49,0.12,True,1.7,Unclassified,,452523,15.579796,6.9135056
CNP0141304.3,279.38,0.81,0.75,False,2.06,Unclassified,,452534,8.08275,4.059797
CNP0583386.0,190.15,1.28,0.53,False,0.74,Polyketides,Cyclic polyketides,452545,10.004937,7.6089473
CNP0100312.1,804.98,0.91,0.09,False,1.94,Alkaloids,Pseudoalkaloids,452570,5.182892,0.942434
CNP0180076.1,400.56,5.08,0.53,False,3.44,Terpenoids,Diterpenoids,452594,5.805062,3.8829563
CNP0179112.1,897.21,7.04,0.25,False,1.66,Alkaloids,Pseudoalkaloids,452663,6.967622,1.0353003
